"uniqueID","manmade_mean","manmade_sd","precious_mean","precious_sd","lives_mean","lives_sd","heavy_mean","heavy_sd","natural_mean","natural_sd","moves_mean","moves_sd","grasp_mean","grasp_sd","hold_mean","hold_sd","be.moved_mean","be.moved_sd","pleasant_mean","pleasant_sd","arousing_mean","arousing_sd","n"
"belt","6.7368","0.4463","3.1316","1.1894","1.2105","0.5769","1.9737","1.2189","2.5263","1.5199","1.9737","1.4794","6.3947","1.2848","6.6316","0.5413","6.6053","0.5472","4.6316","1.0246","3.6842","0.9036",38
"belt_buckle","6.8108","0.4618","3.6216","1.5157","1.0541","0.2292","2.8378","1.5548","1.6757","1.2260","2.0000","1.4337","6.4324","0.8347","6.5405","0.6910","6.2973","0.9680","4.5676","1.0419","4.0000","0.4714",38
"bench","6.7778","0.4216","3.9167","1.3601","1.3611","0.8333","6.0278","0.6540","2.9722","1.9783","1.7778","1.2674","4.3333","1.6562","3.0278","1.9638","2.8333","1.0282","5.3611","1.1502","2.6667","1.1464",35
"berry","1.4167","1.1307","4.6389","1.9146","5.2778","1.5604","1.3611","0.8669","6.8333","0.3780","1.9722","1.2758","6.6389","0.6393","6.7778","0.4847","6.7500","0.6492","6.3611","0.7232","3.5000","1.3202",39
"bib","6.6389","0.5929","3.8333","1.6987","1.1944","0.4672","1.2778","0.5133","2.0556","1.2861","2.1667","1.6987","6.5278","0.8447","6.6111","0.6449","6.5833","1.0247","4.6944","1.0370","3.5278","1.0820",39
"bike","6.8947","0.3110","3.7632","1.8517","1.3684","1.2611","4.4211","1.2868","1.7895","1.2554","5.8158","1.3327","5.5000","1.1798","4.9474","1.4695","6.2632","0.8909","5.7105","1.0374","3.2632","1.3888",38
"bikini","6.3889","1.4198","3.7500","1.7464","1.3056","0.6684","1.3333","0.7171","1.6667","1.1464","2.4444","1.8275","6.5556","0.6947","6.6389","0.5426","6.5556","0.6947","5.5833","1.0790","5.1111","1.7530",37
"bin","6.8611","0.3507","2.3611","1.6415","1.1944","0.5767","3.4444","1.3616","1.3333","0.6761","1.6667","1.2189","5.1111","1.2824","5.2222","1.1492","5.5000","1.1339","4.4722","0.9098","3.9444","0.2323",36
"binder","6.6944","0.6242","2.8333","1.7968","1.3056","0.8559","2.4167","1.5189","1.8889","1.0359","2.3333","1.3093","6.1667","0.8452","6.4444","0.6522","6.5000","0.6547","4.5556","0.9984","3.8056","1.1166",39
"binoculars","6.8649","0.3466","3.8378","1.6075","1.2432","0.5965","3.0541","1.6490","1.4054","0.6438","2.1892","1.5606","6.1892","1.0498","6.3784","0.6811","6.3784","0.6391","5.0811","1.1150","3.4054","1.0127",37
"bird","1.3429","0.9684","5.6571","1.3272","6.8571","0.4300","2.2286","1.2623","6.7143","0.5186","6.9143","0.2840","3.3429","1.6617","3.7714","1.8800","4.1143","1.8907","5.9714","1.0142","3.0286","1.3609",35
"birdbath","6.3889","1.2712","4.0278","1.7966","1.6667","1.3310","5.9167","1.1052","2.4722","1.4636","1.7222","1.1367","3.8611","1.4373","2.7222","1.3008","2.6944","1.0907","5.8611","1.3342","2.5833","1.4614",38
"birdcage","6.6750","0.9971","3.3500","1.7475","1.2750","0.7157","3.9250","1.7005","1.7500","1.3156","2.2250","1.5769","5.4000","1.3737","5.2000","1.3436","5.1500","1.5284","4.3000","1.3436","3.9500","1.2393",38
"birdhouse","6.8462","0.3655","4.3846","1.9141","1.3846","1.0666","3.2051","1.7348","2.8974","1.6982","1.7692","1.3271","5.2821","1.4500","5.5641","1.4104","5.3077","1.6247","5.7179","0.9719","2.9487","1.3169",36
"birthday_cake","6.6410","1.0384","5.2564","1.4818","1.4872","1.1441","2.5385","1.3543","2.3077","1.4717","2.1538","1.5651","4.8718","1.4542","5.5385","1.3736","5.6923","1.2598","6.5641","0.7180","3.6667","1.8257",39
"biscuit","6.6410","1.0127","3.3590","1.9261","1.4615","0.7896","1.5897","0.9925","3.5897","1.9563","1.4615","0.8223","6.6154","0.8771","6.7692","0.5361","6.7692","0.7057","6.1538","0.8124","3.3333","1.2425",38
"bison","1.3784","1.1143","5.2162","1.6855","6.9730","0.1644","6.8378","0.3737","6.6486","0.7156","6.8919","0.3148","1.7838","0.9757","1.4865","0.9609","2.0811","1.2991","4.8378","1.0932","4.3514","1.2520",38
"blackberry","1.3684","1.0506","4.8947","1.6732","5.2368","2.1740","1.2632","0.5543","6.7895","0.7036","2.3947","1.6691","6.3947","0.9455","6.6579","0.6689","6.6053","0.8865","5.9737","0.9722","3.0000","1.3557",38
"blanket","6.6757","0.6260","4.8649","1.6014","1.1351","0.3466","2.9189","1.7221","2.5405","1.6431","1.9189","1.4216","6.2703","0.9021","6.3514","0.7156","6.2973","0.9388","5.9459","1.1291","2.2432","1.3825",37
"blazer","6.6757","0.7837","3.7027","1.8389","1.2703","0.9021","1.9189","1.0640","2.3784","1.6890","2.2162","1.6855","5.9459","1.3112","6.2973","0.8454","6.3514","1.1357","5.3243","1.2031","3.5946","1.0661",39
"blender","6.7368","1.0050","3.1316","1.7579","1.3684","1.0506","3.6053","1.5341","1.6316","1.1722","4.8158","1.8867","5.4211","1.2656","5.7895","1.0176","6.0000","0.9864","4.3947","1.3262","4.7895","1.1427",39
"blimp","6.5897","1.0691","3.6667","1.6910","1.4615","1.1203","6.2308","1.5468","1.7179","0.9986","6.2821","1.0247","1.8718","1.4360","1.4615","1.0723","3.5128","2.1505","5.2051","1.2178","3.7179","1.2343",34
"blind","6.7297","1.0179","2.7838","1.8125","1.3514","1.0598","2.2703","1.2616","1.5946","1.0919","4.1622","2.0346","5.7027","1.2881","5.1622","1.6075","5.8378","1.0675","5.1351","1.1586","3.0270","1.0926",35
"blinder","6.6857","0.7960","2.6000","1.7523","1.2571","0.6108","2.5714","1.4610","1.7143","1.0452","1.8000","1.2788","5.4857","1.2455","5.8000","1.1324","5.8571","1.0612","3.6857","1.1054","3.7714","1.1653",38
"blindfold","6.4444","1.0541","2.3611","1.4373","1.2500","0.6492","1.4444","0.9394","1.9722","1.1081","2.0556","1.8039","6.5278","0.8102","6.6944","0.6242","6.6389","0.7617","3.7500","1.4614","4.0556","1.7229",36
"block","6.2500","0.9373","3.0278","1.5397","1.6667","1.0954","3.4444","1.5389","3.6389","1.8846","1.7222","1.1113","5.6667","1.1464","5.8333","1.0000","5.9167","0.9964","4.5000","0.7368","3.6389","0.8333",36
"blouse","6.7949","0.4690","3.7949","1.6730","1.2821","0.7236","1.4103","0.5946","2.2051","1.3014","2.5641","1.7740","6.3590","0.8732","6.4872","0.7208","6.5385","0.7199","5.4103","1.0935","3.6923","1.1733",36
"blower","6.2632","1.6552","2.4737","1.4470","1.1579","0.5466","5.0000","1.2302","1.4474","0.7952","3.2895","1.8875","5.1579","1.1974","4.5789","1.3878","4.8947","1.2475","3.7632","1.0764","4.6579","1.0469",36
"blowfish","1.4054","1.1893","5.0541","1.5082","6.9189","0.2767","2.5946","1.1416","6.5135","0.8699","6.8649","0.3466","2.1892","1.2657","2.1622","1.2805","3.7838","1.6689","4.4865","1.3667","4.4595","1.2382",39
"blowgun","6.6286","0.7702","2.7714","1.3951","1.3714","0.9420","2.4857","1.4627","2.4000","1.3975","2.0571","1.3708","6.2571","0.9185","6.2571","0.8521","6.2571","0.9805","3.3429","1.3272","4.8286","1.0142",37
"blowtorch","6.7297","0.8708","3.0811","1.6394","1.3514","0.7894","3.2973","1.5963","1.6216","1.0633","2.1081","1.4100","5.8378","1.1184","5.9730","1.0134","6.0270","0.9856","4.1081","0.8427","4.2703","0.7691",40
"blueberry","2.0526","1.7077","4.4737","1.9964","4.5789","2.1888","1.5263","1.2022","6.8158","0.4565","2.5263","1.8268","6.2368","1.1492","6.6316","0.7136","6.6842","0.7016","6.2632","0.8280","3.2632","1.4646",33
"boa","6.3143","1.2549","4.0286","1.8863","1.4857","0.9813","1.5714","0.9788","2.5714","1.5771","2.8000","2.0976","6.2286","1.0870","6.5429","0.7800","6.7429","0.5054","5.2571","1.1966","3.8286","1.3391",36
"boar","1.1250","0.3349","3.8000","1.8564","6.9250","0.2667","6.3500","0.6998","6.8250","0.3848","6.8500","0.3616","2.8000","1.7127","2.1000","1.4815","2.6000","1.5657","3.1500","1.3311","5.1750","1.1297",39
"board","5.5897","1.5512","3.3077","1.8518","2.0000","1.3765","5.0769","0.9286","4.7949","1.9625","1.7179","1.1686","5.1538","0.8747","4.7436","0.9095","4.7436","1.0691","4.5385","0.9416","3.7949","0.6951",35
"board_game","6.7838","0.4793","3.9189","1.6394","1.2973","1.0237","2.1081","1.2424","1.7297","1.1702","2.5946","1.6238","6.1351","0.7875","6.2703","0.7321","6.3243","0.6689","5.8919","0.8427","3.4865","1.5023",38
"boat","6.8611","0.3507","4.6944","1.5642","1.3056","0.7491","6.3333","0.6761","1.8889","1.2137","6.2222","1.1241","3.3889","1.9607","2.0278","1.3413","4.5000","1.5584","5.2222","1.1738","3.2500","1.4015",37
"bobsled","6.7692","0.6267","3.7949","1.8804","1.3333","0.8686","6.0769","1.0101","1.9231","1.3055","6.3590","0.7429","4.0256","1.7089","2.7436","1.5512","4.3846","1.6641","5.1026","1.0207","4.2308","1.4042",37
"bok_choy","1.9189","1.6224","3.8108","1.5062","5.0811","1.9058","2.1081","0.9364","6.6216","0.6811","2.0811","1.2991","6.0541","0.9412","6.4595","0.6910","6.4324","0.6888","5.0000","1.1304","3.7838","0.9170",36
"bolo_tie","6.6486","1.0332","2.8649","1.5840","1.3243","1.1069","1.7568","1.3418","1.9189","1.4977","2.5946","1.7394","6.4865","1.0703","6.7027","0.6610","6.6486","0.7894","4.4324","1.5008","3.8649","1.1344",36
"bologna","6.1579","1.0787","2.7105","1.6751","1.8947","1.4292","1.8158","1.0617","3.0789","1.8215","1.5789","1.0813","6.0000","0.9005","6.1316","0.7041","6.0789","1.1713","4.3421","1.5816","3.8421","1.1035",36
"bolt","6.7368","0.6445","3.1842","1.7987","1.2895","0.5151","2.3947","1.3262","2.2368","1.3035","2.9474","1.9993","6.1579","0.8551","6.3158","0.8417","6.0263","0.8216","4.1053","0.5594","3.9737","0.6362",38
"bomb","6.8974","0.3074","3.4103","2.0991","1.2051","0.4690","6.7692","0.4846","1.3846","0.7475","3.5641","1.9303","2.0513","1.3562","1.4872","0.7208","2.1795","1.1892","1.6410","1.2245","6.5128","0.9140",38
"bone","1.4571","1.0939","3.6857","1.9519","3.0286","1.9476","3.4286","1.7704","6.8286","0.3824","2.9143","1.8530","5.6857","1.2549","5.8857","1.1574","5.7714","1.3522","3.5429","1.1718","4.3714","0.8774",37
"bongo","6.5641","1.0207","4.4872","1.2952","1.3846","1.0161","4.2051","1.5758","2.8718","1.4900","2.1026","1.4289","5.3590","1.2028","5.1538","1.3286","5.6154","1.1611","5.2821","1.1686","4.1282","1.5758",37
"bonnet","6.6316","1.0246","3.7895","1.6134","1.2368","0.4309","1.3421","0.4808","1.9737","1.3653","2.0526","1.4510","6.3421","0.7807","6.5526","0.6857","6.5789","0.5987","4.9474","1.1613","3.2895","1.1834",39
"bonsai","2.8378","1.7562","5.8649","0.8870","6.7297","0.7691","3.0000","1.4720","6.2162","0.7124","3.2432","1.8470","5.2973","1.2217","5.0541","1.3112","5.2162","1.4169","6.5676","0.9586","1.7838","1.1337",36
"book","6.8718","0.3387","5.6154","1.5324","1.6923","1.2387","3.3846","1.4070","2.4359","1.8180","2.1795","1.6682","6.5128","0.7564","6.5385","0.7555","6.7179","0.5104","5.9744","1.0634","2.7949","1.4722",38
"bookmark","6.5641","1.0207","3.2821","1.4681","1.1795","0.4514","1.5385","1.2322","1.9231","1.0609","2.1795","1.5873","6.4872","0.9699","6.6410","0.5843","6.6667","0.5298","4.8718","0.8329","3.6410","0.7429",38
"bookshelf","6.8333","0.3780","3.5556","1.7638","1.6111","0.9936","6.3056","0.6684","2.8056","2.0538","1.9167","1.2042","3.6944","1.6702","2.3889","1.6609","2.4722","1.1585","5.0833","0.9964","3.5556","1.1819",35
"boomerang","6.5676","0.6028","3.8378","1.5901","1.4595","0.7301","2.2432","1.0905","3.0541","1.4897","5.0270","1.8928","6.3784","1.0891","6.5676","0.8988","6.4054","1.1893","5.2703","1.2167","4.1081","1.3496",37
"boot","6.8889","0.3984","3.5000","1.7321","1.3611","1.1989","3.4722","1.3833","2.2222","1.5877","3.2222","2.0717","5.9167","1.2956","6.2778","0.7411","6.5833","0.8742","4.6667","0.9856","3.8889","0.8545",37
"bottle","6.7692","0.4846","3.6667","1.9646","1.3077","0.8931","2.9231","1.3453","1.8462","1.4607","1.5128","1.0481","6.2821","0.7236","6.3333","0.7009","6.3846","0.9351","4.7436","0.9925","3.7692","0.7420",36
"bottle_opener","6.4286","1.1952","2.6857","1.5295","1.2000","0.4058","1.7429","0.9185","1.4571","0.8859","1.8571","1.0612","6.5143","0.7017","6.6000","0.6508","6.5429","0.9805","4.5714","0.8148","3.8857","0.9933",36
"boulder","1.3750","0.9251","3.4250","1.5995","1.6000","1.0573","6.8500","0.4267","6.6500","0.5335","3.2500","1.6602","1.7750","0.9997","1.2500","0.4935","1.3000","0.6076","4.2750","0.7157","3.9500","0.9323",36
"bouquet","5.3514","1.5673","5.2432","1.1880","4.3243","1.9444","2.0541","1.1772","5.7027","1.4116","1.7297","1.1937","6.4054","0.7979","6.5946","0.5507","6.5676","0.8007","6.3514","0.6756","2.8108","1.7133",36
"bow1","6.8286","0.3824","3.9714","1.6357","1.1714","0.5681","1.2000","0.4058","1.7429","1.0100","1.4857","0.8179","6.6000","0.7746","6.7429","0.5054","6.7143","0.5186","5.6857","0.8668","3.1714","1.0977",38
"bow2","6.6842","0.5745","3.7632","1.5323","1.3684","0.5413","3.7632","1.4034","2.5000","1.5201","3.9211","2.0051","5.6316","1.1252","5.6842","1.1176","5.6579","0.9087","4.3158","1.0162","4.5263","0.9223",37
"bow3","6.6842","0.9036","4.4474","1.6057","1.2895","0.8977","1.2895","0.7679","2.0263","1.3046","2.0000","1.2302","6.1842","1.2048","6.6579","0.5825","6.6316","0.6334","6.2368","0.7862","3.4211","1.4636",37
"bowl","6.7895","0.4741","3.5263","1.4656","1.3421","1.0973","2.3684","1.2175","1.8684","1.0180","1.8684","1.2119","6.1316","0.8438","6.4474","0.6857","6.5526","0.6017","4.7105","0.9560","3.6579","0.7453",37
"bowler_hat","6.8857","0.4038","3.3714","1.5356","1.2286","0.6456","1.5143","0.6122","1.8286","1.2001","1.4857","0.9509","6.4000","0.6039","6.5143","0.5621","6.4000","1.1167","4.7714","1.3951","3.2857","1.1000",39
"bowling_ball","6.6944","0.7491","2.7500","1.4417","1.2778","0.5133","6.0556","0.8262","1.6667","0.9258","5.2500","1.5924","5.4722","1.2532","5.3889","1.2019","5.6944","1.2608","4.7778","1.0173","4.2222","0.9888",39
"bowtie","6.7778","0.7216","3.4444","1.5202","1.3611","0.9305","1.3056","0.7863","2.2222","1.3961","2.1111","1.4298","6.1389","1.3970","6.4722","0.9098","6.2778","1.4464","4.9444","0.9840","3.8333","1.1084",36
"box","6.7297","0.4502","2.7027","1.7299","1.2432","0.4350","3.3784","1.6219","2.3243","1.5821","2.2703","1.4462","5.1081","1.0484","5.4054","1.0398","5.2432","1.0647","4.2973","0.6176","4.0541","0.3288",38
"boxer_shorts","6.6842","0.8732","3.1053","1.6732","1.4211","0.8893","1.3421","0.6689","2.3158","1.5086","2.6316","1.7151","6.5789","0.7929","6.7105","0.5651","6.7368","0.5543","5.0000","1.1390","3.6842","1.1415",38
"boxing_gloves","6.6053","1.0790","3.6842","1.6457","1.3947","0.6384","2.6842","1.4539","1.9474","1.0892","2.5000","1.5201","5.7632","1.4034","6.2632","0.8280","6.3684","0.7857","4.1579","0.9452","4.3684","1.1009",38
"boy","3.9231","2.3213","6.1282","1.4900","6.9231","0.2700","4.8462","1.3086","6.5641","0.6405","6.7949","0.4690","4.8205","1.2327","4.6923","1.4537","4.5897","1.3122","5.3590","1.4598","3.7436","1.2078",35
"bra","6.8571","0.3550","3.4857","1.5973","1.3143","0.4710","1.4286","0.7778","1.9714","1.3824","2.4571","1.7037","6.4000","1.0059","6.5714","0.6081","6.3714","1.1398","4.2571","1.7037","4.7429","1.2210",37
"brace","6.6842","1.0162","3.2632","1.6714","1.2105","0.5769","1.7632","1.3035","1.4474","0.7952","2.0263","1.4794","6.2105","1.3184","6.3684","1.1009","6.3421","1.0208","3.9474","1.1137","3.7368","1.0574",39
"bracelet1","6.8919","0.3933","4.0541","1.6988","1.0541","0.2292","1.1622","0.3737","1.6486","0.9194","2.5405","2.1028","6.7027","0.5199","6.8108","0.3971","6.5676","1.0939","5.4595","0.9887","3.4324","1.0682",39
"bracelet2","6.7250","0.5986","5.3500","1.3311","1.1750","0.3848","2.0250","1.2504","2.1250","1.2848","2.2500","1.6602","6.5250","0.8161","6.6750","0.5256","6.7000","0.5164","5.6500","1.1220","3.4000","1.1503",39
"bracket","6.8235","0.4586","2.4706","1.7274","1.1765","0.7165","2.9412","1.6504","1.6765","1.2485","1.2353","0.8896","5.9706","1.0294","6.1176","1.0080","4.8824","1.7367","4.2059","0.6866","3.8529","0.5577",39
"braid","6.1714","1.0977","3.7714","2.0159","2.3143","1.6938","1.8000","1.0516","4.4857","1.7552","2.6286","1.5734","5.9429","1.0556","5.8571","1.2401","5.6857","1.3454","5.7143","1.1775","3.2286","1.3951",36
"brake","6.9459","0.2292","4.1081","1.8376","1.2703","1.0179","3.5405","1.7255","1.4324","0.6888","4.8108","2.0254","5.0541","1.3529","5.0541","1.5446","5.1892","1.1508","4.5676","0.8347","3.6486","0.7894",36
"branch","1.2973","0.9388","4.1081","1.7917","6.3514","0.7534","4.0811","1.4791","6.8378","0.4418","3.4595","1.8944","5.5946","1.2793","5.0541","1.4709","4.5405","1.4643","5.1892","1.1015","3.1081","1.3078",38
"brass_knuckles","6.6316","0.9704","2.5263","1.2463","1.2105","0.5769","4.5263","1.6231","1.6316","1.1489","1.8684","1.1894","5.9474","1.1613","6.1316","1.1430","6.1316","1.2557","2.4737","1.5020","5.4474","1.1786",38
"bread","6.4167","0.6492","4.4722","1.4636","1.8333","1.1339","1.7222","1.0313","4.0000","1.7889","1.8056","1.3902","6.3611","1.0462","6.6667","0.5345","6.7222","0.5133","6.1944","1.0091","3.1111","1.4298",40
"breadbox","6.7436","0.4983","3.3846","1.9415","1.5385","1.0966","4.0256","1.6301","3.3333","1.6910","2.9487","1.8057","5.1282","1.4175","4.7436","1.3122","5.3590","1.0879","5.1282","1.0306","3.6154","0.9066",35
"breadstick","6.3947","0.9165","3.9474","1.7390","1.4474","0.7604","1.8684","1.2771","3.0789","1.7145","1.8421","1.4051","6.4211","0.8893","6.5526","0.6857","6.4737","0.8297","5.8947","1.0078","3.8684","1.2557",35
"breakfast","6.2308","0.8417","4.7436","1.4639","2.0256","1.9124","2.6667","1.4927","4.2564","1.7876","2.1538","1.5983","5.8205","1.1892","5.6667","1.1547","5.7692","1.4042","6.2564","0.9657","2.9231","1.3647",37
"breathalyzer","6.7838","0.6296","3.7568","1.8916","1.4054","1.0661","2.0541","1.4709","1.6486","1.3169","2.1351","1.6694","6.2703","1.0967","6.6486","0.6332","6.5676","0.8347","3.4595","1.5383","4.7027","1.6644",39
"brick","6.6500","0.5335","3.1250","1.6359","1.4000","0.7089","5.5000","1.0622","2.9250","1.6075","1.7250","0.9604","5.3500","1.3502","5.2750","1.5687","5.3750","1.3716","4.0000","1.0377","3.8250","0.9026",36
"briefcase","6.7027","0.6610","3.9189","1.7058","1.6757","1.5285","3.6216","1.5157","2.4054","1.8175","2.9459","1.8551","6.2162","0.7504","6.2973","0.6176","6.3784","0.6391","5.0000","0.9428","3.9730","0.7988",36
"broccoli","1.6216","1.4014","3.4054","1.9215","5.1351","2.0570","1.7297","1.0448","6.7568","0.5480","1.6486","1.1357","6.5405","0.6910","6.6757","0.6260","6.6757","0.5799","5.0811","1.6052","3.9189","1.0376",36
"brooch","6.7429","0.5606","5.4571","1.4419","1.2286","0.4260","2.0857","1.4827","2.2571","1.7037","1.5429","0.9185","6.5429","0.7800","6.7143","0.5725","6.7714","0.5470","5.6857","1.2549","3.2286","1.1903",38
"broom","6.6410","0.9028","3.0000","1.6059","1.2821","0.5104","2.0513","1.2763","2.4872","1.4118","3.5128","1.9584","6.5128","0.5559","6.5897","0.5486","6.6410","0.5374","4.4615","0.9692","3.6923","0.9502",38
"brownie","6.6486","0.9194","3.9459","1.9285","1.2973","0.5708","1.6757","1.2484","2.5946","1.6576","1.4865","0.8035","6.2973","0.9680","6.6757","0.6689","6.7838","0.4173","6.4865","0.7682","2.9730","1.8331",38
"brush","6.7273","0.5741","3.3636","1.6922","1.1515","0.3641","1.7879","1.0234","1.9697","1.1855","2.3939","1.8530","6.6667","0.5951","6.6970","0.6366","6.6970","0.6840","5.1212","0.8572","3.1818","0.9828",37
"brussels_sprouts","1.7179","1.4681","3.3846","1.7861","5.3333","1.7967","1.6667","1.0842","6.7692","0.4846","1.7436","1.0442","6.3333","0.8686","6.4872","0.6437","6.5385","0.6823","4.4615","1.7599","3.7179","1.1686",37
"bubble","4.7222","1.5786","4.3333","2.0000","1.6111","1.1027","1.1389","0.4245","4.7222","1.5045","5.4167","1.4614","2.5833","1.8420","2.1667","1.4442","4.2500","2.2725","6.0556","1.1450","2.0556","1.1198",37
"bubble_wrap","6.9459","0.2292","2.5946","1.9215","1.1081","0.3148","1.2162","0.6296","1.1351","0.4191","1.9189","1.4602","6.4324","0.7652","6.4324","0.7280","6.5676","0.6472","5.3243","1.1798","3.3514","1.4947",37
"bucket","6.7429","0.5606","2.5714","1.7027","1.2286","0.5470","2.8857","1.5102","1.5429","0.8521","1.7143","0.8935","6.1429","0.9745","5.9714","1.0142","5.9429","0.9056","3.8000","0.8677","4.0286","0.7470",39
"buckle","6.3846","1.4621","3.3333","1.5949","1.2564","0.7511","2.4103","1.5169","1.6410","1.0127","2.6923","1.9078","6.3077","0.7310","6.4615","0.7199","6.3077","0.9221","4.5641","0.9118","3.6923","0.8631",39
